length,discount,successful,mean_price,median_of_price,min_rating,max_rating,mean_rating,percentage_of_successful,gender
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.32,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.31,0
1388,0,0,4468.44,4862.0,1.2,4.8,2.14,0.3,0
1397,0,0,3813.44,4187.5,1.2,4.8,2.42,0.29,0
1107,0,0,4238.5,4598.0,1.2,4.8,2.42,0.29,0
1538,0,0,935.45,739.0,0.1,4.8,2.61,0.0,0
917,20,0,972.5,769.0,1.4,4.8,2.92,0.0,0
62,10,0,71.85,71.85,3.8,4.4,4.1,0.0,0
73,20,0,71.85,71.85,3.8,4.4,4.1,0.0,0
624,20,0,82.5,79.9,0.8,4.8,2.45,0.0,0
942,15,0,87.98,79.9,0.5,4.8,2.6,0.0,0
638,20,0,97.27,99.45,0.5,4.8,2.8,0.0,0
164,0,0,1203.62,1203.62,2.6,4.1,3.35,0.0,0
0,0,0,2199.9,2199.9,4.1,4.1,4.1,0.0,0
182,10,1,871.52,207.33,2.6,4.1,3.1,0.0,0
0,0,0,2199.9,2199.9,4.1,4.1,4.1,0.0,0
197,10,1,871.52,207.33,2.6,4.1,3.1,0.0,0
733,15,0,250.12,272.0,0.9,3.8,2.35,0.08,0
298,5,0,250.12,272.0,0.9,3.8,2.35,0.08,0
544,20,0,251.82,299.0,1.5,3.8,2.83,0.07,0
361,0,0,250.12,272.0,0.9,3.8,2.35,0.07,0
397,0,0,250.12,272.0,0.9,3.8,2.35,0.06,0
1437,0,1,32.53,31.49,0.8,5.0,2.47,0.06,0
1446,0,0,44.01,32.99,0.8,5.0,3.0,0.11,0
1733,20,0,47.58,42.9,0.8,5.0,3.16,0.11,0
1784,0,0,44.01,32.99,0.8,5.0,3.0,0.1,0
1331,0,1,39.17,32.99,0.8,5.0,2.76,0.1,0
216,10,1,99.99,99.99,4.8,4.8,4.8,0.14,0
0,20,0,99.99,99.99,4.8,4.8,4.8,0.17,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.17,0
0,5,0,99.99,99.99,4.8,4.8,4.8,0.16,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.15,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.15,0
14,0,1,553.0,553.0,3.0,3.0,3.0,0.14,0
461,10,1,83.49,34.99,0.4,4.0,2.33,0.17,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.2,0
0,15,0,58.97,58.97,3.9,3.9,3.9,0.19,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.19,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.18,0
1284,20,1,84.35,69.0,0.5,4.9,3.03,0.18,0
1386,0,0,81.99,69.0,0.5,4.9,3.18,0.2,0
1279,0,0,88.42,89.99,0.5,4.9,3.36,0.19,0
1455,0,0,87.23,79.5,0.5,4.9,2.74,0.19,0
60,0,0,151.0,151.0,2.9,4.3,3.6,0.18,0
267,0,1,165.0,193.0,2.9,4.3,3.83,0.18,0
99,0,0,151.0,151.0,2.9,4.3,3.6,0.2,0
0,0,0,109.0,109.0,2.9,2.9,2.9,0.2,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.19,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.19,0
1157,0,0,3813.44,4187.5,1.2,4.8,2.42,0.18,0
1352,0,0,4412.77,4598.0,1.2,4.8,2.57,0.18,0
1342,10,0,4238.5,4598.0,1.2,4.8,2.42,0.17,0
1835,0,0,917.5,689.0,0.1,4.8,2.64,0.0,0
1629,0,0,935.45,739.0,0.1,4.8,2.61,0.0,0
719,0,0,960.0,719.0,0.1,4.8,2.76,0.0,0
1708,0,0,917.5,689.0,0.1,4.8,2.64,0.0,0
2016,10,1,572.5,519.0,0.1,4.8,2.43,0.0,0
239,0,0,71.85,71.85,3.8,4.4,4.1,0.0,0
9,0,0,71.85,71.85,3.8,4.4,4.1,0.0,0
265,0,0,71.85,71.85,3.8,4.4,4.1,0.0,0
263,0,0,71.85,71.85,3.8,4.4,4.1,0.0,0
435,10,1,69.5,64.8,3.8,4.4,4.2,0.0,0
210,0,0,71.85,71.85,3.8,4.4,4.1,0.1,0
0,0,0,78.9,78.9,3.8,3.8,3.8,0.09,0
1274,15,0,91.48,84.9,0.5,4.8,2.43,0.08,0
909,0,0,91.48,84.9,0.5,4.8,2.43,0.08,0
684,0,0,91.48,84.9,0.5,4.8,2.43,0.07,0
1191,0,0,83.98,79.9,0.8,4.8,2.82,0.07,0
1488,0,0,108.71,124.0,2.2,4.8,3.25,0.06,0
1694,0,0,118.56,129.0,1.3,4.8,3.04,0.06,0
1418,10,1,108.3,119.0,1.3,4.8,3.31,0.06,0
1371,0,0,137.45,148.89,1.3,3.4,2.55,0.11,0
1523,0,1,100.71,89.5,1.3,4.8,3.31,0.1,0
1723,0,0,117.63,129.0,1.3,4.8,3.03,0.14,0
1448,10,0,117.63,129.0,1.3,4.8,3.03,0.14,0
1408,0,0,117.63,129.0,1.3,4.8,3.03,0.13,0
1348,0,0,117.63,129.0,1.3,4.8,3.03,0.12,0
9,15,0,1203.62,1203.62,2.6,4.1,3.35,0.12,0
133,0,0,1203.62,1203.62,2.6,4.1,3.35,0.12,0
269,0,0,1203.62,1203.62,2.6,4.1,3.35,0.11,0
82,0,0,1203.62,1203.62,2.6,4.1,3.35,0.11,0
122,0,0,1203.62,1203.62,2.6,4.1,3.35,0.1,0
544,20,0,250.12,272.0,0.9,3.8,2.35,0.1,0
738,0,0,250.12,272.0,0.9,3.8,2.35,0.1,0
764,10,1,249.09,245.0,0.9,3.8,2.06,0.09,0
503,15,0,290.49,299.0,0.9,3.2,1.87,0.12,0
645,0,0,224.33,245.0,0.9,3.8,2.63,0.12,0
845,0,1,229.5,245.0,0.9,3.8,2.2,0.11,0
1754,15,0,47.27,37.94,0.8,5.0,2.97,0.14,0
1029,0,0,40.59,32.99,0.8,4.1,2.59,0.14,0
1050,0,0,44.01,32.99,0.8,5.0,3.0,0.13,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.13,0
13,0,1,99.99,99.99,4.8,4.8,4.8,0.12,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.15,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.14,0
0,5,0,553.0,553.0,3.0,3.0,3.0,0.14,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.14,0
236,0,1,553.0,553.0,3.0,3.0,3.0,0.13,0
390,10,0,106.33,54.99,0.4,4.0,1.77,0.15,0
714,0,0,106.33,54.99,0.4,4.0,1.77,0.15,0
297,0,0,152.0,152.0,0.4,0.9,0.65,0.15,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.14,0
897,15,0,82.23,69.0,1.8,4.9,3.5,0.14,0
1560,10,0,79.78,69.0,0.5,4.9,3.04,0.14,0
1181,15,0,78.65,69.0,0.5,4.9,3.08,0.13,0
1159,5,0,79.78,69.0,0.5,4.9,3.04,0.13,0
1432,10,0,83.09,69.0,0.5,4.9,3.17,0.13,0
1258,0,1,84.35,69.0,0.5,4.9,3.03,0.13,0
1766,0,0,79.78,69.0,0.5,4.9,3.04,0.14,0
139,0,0,151.0,151.0,2.9,4.3,3.6,0.14,0
51,0,0,151.0,151.0,2.9,4.3,3.6,0.14,0
414,0,1,165.0,193.0,2.9,4.3,3.83,0.14,0
0,0,0,109.0,109.0,2.9,2.9,2.9,0.15,0
412,0,1,165.0,193.0,2.9,4.3,3.83,0.15,0
271,10,0,151.0,151.0,2.9,4.3,3.6,0.16,0
238,0,0,151.0,151.0,2.9,4.3,3.6,0.16,0
0,15,0,1816.97,1816.97,0.4,0.4,0.4,0.16,0
0,5,0,1816.97,1816.97,0.4,0.4,0.4,0.15,0
1398,0,0,3813.44,4187.5,1.2,4.8,2.42,0.15,0
1486,0,0,4238.5,4598.0,1.2,4.8,2.42,0.15,0
1353,0,0,3813.44,4187.5,1.2,4.8,2.42,0.15,0
1402,20,1,4463.08,4862.0,1.2,2.4,1.74,0.14,0
916,0,0,4238.5,4598.0,1.2,4.8,2.42,0.16,0
1552,10,0,4238.5,4598.0,1.2,4.8,2.42,0.15,0
1289,0,1,4594.88,5192.5,1.2,4.8,2.55,0.15,0
1734,20,0,935.45,739.0,0.1,4.8,2.61,0.0,0
1161,0,1,962.5,769.0,1.4,4.8,2.98,0.0,0
1424,0,0,1073.0,799.0,1.4,4.8,2.93,0.0,0
1268,15,0,713.0,739.0,0.1,2.9,2.01,0.0,0
942,5,0,986.14,739.0,0.1,4.6,2.29,0.0,0
248,10,1,69.5,64.8,3.8,4.4,4.2,0.0,0
139,0,1,69.5,64.8,3.8,4.4,4.2,0.17,0
144,20,0,71.85,71.85,3.8,4.4,4.1,0.29,0
0,0,0,64.8,64.8,4.4,4.4,4.4,0.25,0
836,15,0,97.54,89.9,0.5,4.3,1.96,0.22,0
1072,0,0,87.98,79.9,0.5,4.8,2.6,0.2,0
850,0,0,91.48,84.9,0.5,4.8,2.43,0.18,0
824,10,0,91.48,84.9,0.5,4.8,2.43,0.17,0
407,0,0,90.03,79.9,0.5,4.8,2.63,0.15,0
1478,0,0,117.63,129.0,1.3,4.8,3.03,0.14,0
820,0,0,137.68,129.0,1.3,3.8,2.81,0.13,0
1414,20,1,119.97,129.0,1.3,4.8,3.03,0.12,0
917,5,0,136.63,148.89,1.3,4.8,2.88,0.18,0
140,0,0,1203.62,1203.62,2.6,4.1,3.35,0.17,0
427,0,1,871.52,207.33,2.6,4.1,3.1,0.16,0
62,0,1,871.52,207.33,2.6,4.1,3.1,0.2,0
428,20,1,871.52,207.33,2.6,4.1,3.1,0.24,0
258,0,0,1203.62,1203.62,2.6,4.1,3.35,0.27,0
90,0,0,1203.62,1203.62,2.6,4.1,3.35,0.26,0
835,10,0,250.12,272.0,0.9,3.8,2.35,0.25,0
592,0,1,249.09,245.0,0.9,3.8,2.06,0.24,0
554,10,0,250.12,272.0,0.9,3.8,2.35,0.27,0
1101,5,0,44.01,32.99,0.8,5.0,3.0,0.26,0
1387,5,0,44.01,32.99,0.8,5.0,3.0,0.25,0
1724,0,1,38.64,32.99,0.8,5.0,2.71,0.24,0
1793,15,0,44.01,32.99,0.8,5.0,3.0,0.27,0
1238,0,0,44.01,32.99,0.8,5.0,3.0,0.26,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.25,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.24,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.24,0
166,0,1,553.0,553.0,3.0,3.0,3.0,0.23,0
44,0,1,553.0,553.0,3.0,3.0,3.0,0.25,0
0,10,0,553.0,553.0,3.0,3.0,3.0,0.27,0
544,0,1,28.32,14.99,0.9,4.0,2.97,0.26,0
593,0,0,106.33,54.99,0.4,4.0,1.77,0.28,0
229,0,0,106.33,54.99,0.4,4.0,1.77,0.28,0
187,0,0,106.33,54.99,0.4,4.0,1.77,0.27,0
0,20,0,58.97,58.97,3.9,3.9,3.9,0.26,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.26,0
0,5,0,58.97,58.97,3.9,3.9,3.9,0.25,0
253,0,1,58.97,58.97,3.9,3.9,3.9,0.24,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.26,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.26,0
908,0,0,79.78,69.0,0.5,4.9,3.04,0.25,0
1084,0,0,79.78,69.0,0.5,4.9,3.04,0.24,0
1020,5,0,80.98,69.0,0.5,4.9,2.83,0.24,0
1361,15,0,81.99,69.0,0.5,4.9,3.18,0.24,0
177,0,0,151.0,151.0,2.9,4.3,3.6,0.23,0
410,0,1,151.0,151.0,2.9,4.3,3.6,0.23,0
282,0,0,151.0,151.0,2.9,4.3,3.6,0.24,0
179,0,0,151.0,151.0,2.9,4.3,3.6,0.24,0
246,15,0,151.0,151.0,2.9,4.3,3.6,0.23,0
23,0,0,151.0,151.0,2.9,4.3,3.6,0.23,0
0,5,0,1816.97,1816.97,0.4,0.4,0.4,0.22,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.22,0
1287,0,0,4238.5,4598.0,1.2,4.8,2.42,0.22,0
423,20,0,4238.5,4598.0,1.2,4.8,2.42,0.21,0
1047,15,0,4518.55,4862.0,1.2,4.8,2.45,0.21,0
1393,5,0,3918.42,4451.5,1.2,4.8,2.25,0.21,0
1596,0,0,935.45,739.0,0.1,4.8,2.61,0.0,0
1087,15,0,1004.71,739.0,0.1,4.8,2.56,0.0,0
1715,5,1,868.8,689.0,0.1,4.8,2.64,0.0,0
1002,0,1,942.5,689.0,0.1,4.8,2.72,0.0,0
1646,10,1,868.8,689.0,0.1,4.8,2.64,0.25,0
124,0,1,71.85,71.85,3.8,4.4,4.1,0.4,0
13,20,0,71.85,71.85,3.8,4.4,4.1,0.5,0
923,0,0,83.98,79.9,0.8,4.8,2.82,0.43,0
734,0,0,91.48,84.9,0.5,4.8,2.43,0.38,0
967,0,0,91.48,84.9,0.5,4.8,2.43,0.33,0
864,0,0,87.98,79.9,0.5,4.8,2.6,0.3,0
502,0,0,101.95,99.45,0.5,4.3,2.25,0.27,0
1346,20,0,126.71,129.0,1.3,3.8,2.81,0.25,0
1542,0,1,117.46,129.0,1.3,4.8,2.99,0.23,0
1087,0,0,126.38,129.0,1.3,3.8,2.89,0.29,0
904,5,0,117.63,129.0,1.3,4.8,3.03,0.27,0
1588,0,0,117.63,129.0,1.3,4.8,3.03,0.25,0
795,0,0,126.71,129.0,1.3,3.8,2.81,0.24,0
1294,10,0,117.11,129.0,2.2,4.8,3.31,0.22,0
0,15,0,2199.9,2199.9,4.1,4.1,4.1,0.21,0
77,10,0,1203.62,1203.62,2.6,4.1,3.35,0.2,0
439,0,1,871.52,207.33,2.6,4.1,3.1,0.19,0
119,15,0,1203.62,1203.62,2.6,4.1,3.35,0.23,0
308,0,1,871.52,207.33,2.6,4.1,3.1,0.22,0
270,15,0,1203.62,1203.62,2.6,4.1,3.35,0.25,0
89,10,1,871.52,207.33,2.6,4.1,3.1,0.24,0
467,5,0,251.82,299.0,1.5,3.8,2.83,0.27,0
681,0,0,250.12,272.0,0.9,3.8,2.35,0.26,0
567,0,0,224.33,245.0,0.9,3.8,2.63,0.25,0
495,15,0,250.12,272.0,0.9,3.8,2.35,0.24,0
327,20,0,290.49,299.0,0.9,3.2,1.87,0.23,0
1264,5,0,44.01,32.99,0.8,5.0,3.0,0.23,0
1422,15,1,39.9,32.99,0.8,5.0,2.59,0.22,0
1536,0,0,44.01,32.99,0.8,5.0,3.0,0.24,0
1426,0,1,44.01,32.99,0.8,5.0,3.0,0.24,0
1601,15,1,41.6,32.99,0.8,5.0,2.78,0.26,0
1387,0,0,44.01,32.99,0.8,5.0,3.0,0.28,0
1943,5,0,44.01,32.99,0.8,5.0,3.0,0.27,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.26,0
163,20,1,99.99,99.99,4.8,4.8,4.8,0.26,0
289,0,1,99.99,99.99,4.8,4.8,4.8,0.28,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.29,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.29,0
0,5,0,553.0,553.0,3.0,3.0,3.0,0.28,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.27,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.27,0
0,10,0,553.0,553.0,3.0,3.0,3.0,0.26,0
362,0,0,34.99,34.99,0.9,4.0,2.45,0.26,0
578,0,1,106.33,54.99,0.4,4.0,1.77,0.25,0
0,10,0,58.97,58.97,3.9,3.9,3.9,0.27,0
30,20,1,58.97,58.97,3.9,3.9,3.9,0.26,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.27,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.27,0
0,20,0,58.97,58.97,3.9,3.9,3.9,0.26,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.26,0
0,5,0,58.97,58.97,3.9,3.9,3.9,0.25,0
1782,0,1,84.35,69.0,0.5,4.9,3.03,0.25,0
1281,15,1,84.35,69.0,0.5,4.9,3.03,0.26,0
1321,0,0,83.09,69.0,0.5,4.9,3.17,0.28,0
1090,5,0,78.65,69.0,1.8,4.9,3.32,0.27,0
1052,0,0,80.98,69.0,0.5,4.9,2.83,0.27,0
1412,20,0,78.65,69.0,1.8,4.9,3.32,0.26,0
1028,15,0,87.23,79.5,0.5,4.9,3.11,0.26,0
271,0,0,151.0,151.0,2.9,4.3,3.6,0.25,0
434,0,1,165.0,193.0,2.9,4.3,3.83,0.25,0
0,0,0,109.0,109.0,2.9,2.9,2.9,0.26,0
93,10,0,151.0,151.0,2.9,4.3,3.6,0.26,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.25,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.25,0
0,15,0,1816.97,1816.97,0.4,0.4,0.4,0.25,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.24,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.24,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.24,0
1348,15,0,3813.44,4187.5,1.2,4.8,2.42,0.23,0
1143,10,0,4041.36,3777.0,1.2,4.8,2.71,0.23,0
948,0,0,4405.58,4598.0,1.2,4.8,2.63,0.23,0
1127,10,0,935.45,739.0,0.1,4.8,2.61,0.0,1
1968,0,0,935.45,739.0,0.1,4.8,2.61,0.0,1
953,0,0,935.45,739.0,0.1,4.8,2.61,0.0,1
1637,0,0,952.5,689.0,0.1,4.8,2.68,0.0,1
455,0,1,69.5,64.8,3.8,4.4,4.2,0.0,1
147,10,1,69.5,64.8,3.8,4.4,4.2,0.0,1
66,0,0,71.85,71.85,3.8,4.4,4.1,0.17,1
38,15,0,71.85,71.85,3.8,4.4,4.1,0.14,1
91,10,0,71.85,71.85,3.8,4.4,4.1,0.12,1
490,0,1,69.5,64.8,3.8,4.4,4.2,0.11,1
239,0,1,69.5,64.8,3.8,4.4,4.2,0.2,1
173,0,0,71.85,71.85,3.8,4.4,4.1,0.27,1
283,0,0,71.85,71.85,3.8,4.4,4.1,0.25,1
20,0,0,71.85,71.85,3.8,4.4,4.1,0.23,1
0,15,0,64.8,64.8,4.4,4.4,4.4,0.21,1
559,20,0,93.8,89.9,0.5,4.8,2.4,0.2,1
810,5,0,91.48,84.9,0.5,4.8,2.43,0.19,1
894,5,0,93.8,89.9,0.5,4.8,2.4,0.18,1
1670,0,1,110.37,124.0,1.3,4.8,3.21,0.17,1
1774,5,1,108.3,119.0,1.3,4.8,3.19,0.21,1
1483,20,0,117.63,129.0,1.3,4.8,3.03,0.25,1
1096,15,0,126.1,129.0,1.3,4.8,3.06,0.24,1
176,0,0,1203.62,1203.62,2.6,4.1,3.35,0.23,1
52,0,0,1203.62,1203.62,2.6,4.1,3.35,0.22,1
206,0,0,1203.62,1203.62,2.6,4.1,3.35,0.21,1
370,0,1,871.52,207.33,2.6,4.1,3.1,0.2,1
204,0,0,1203.62,1203.62,2.6,4.1,3.35,0.23,1
0,15,0,207.33,207.33,2.6,2.6,2.6,0.22,1
0,0,0,207.33,207.33,2.6,2.6,2.6,0.21,1
573,0,0,224.33,245.0,0.9,3.8,2.63,0.21,1
658,10,0,250.12,272.0,0.9,3.8,2.35,0.2,1
632,0,0,272.0,272.0,0.9,3.2,2.05,0.19,1
995,0,0,250.12,272.0,0.9,3.8,2.35,0.19,1
424,0,0,250.12,272.0,0.9,3.8,2.35,0.18,1
709,5,0,250.12,272.0,0.9,3.8,2.35,0.18,1
1341,0,0,39.89,32.99,0.8,5.0,2.86,0.17,1
1697,10,1,38.02,31.49,0.8,5.0,2.62,0.17,1
1400,20,0,44.01,32.99,0.8,5.0,3.0,0.19,1
1615,0,1,41.6,32.99,0.8,5.0,2.78,0.18,1
1496,0,0,44.01,32.99,0.8,5.0,3.0,0.21,1
1528,0,0,44.01,32.99,0.8,5.0,3.0,0.2,1
1121,0,0,44.01,32.99,0.8,5.0,3.0,0.2,1
1232,5,0,44.14,32.99,0.8,5.0,3.11,0.19,1
865,20,0,44.65,32.99,2.0,5.0,3.31,0.19,1
0,15,0,99.99,99.99,4.8,4.8,4.8,0.18,1
0,5,0,99.99,99.99,4.8,4.8,4.8,0.18,1
0,5,0,99.99,99.99,4.8,4.8,4.8,0.17,1
0,5,0,99.99,99.99,4.8,4.8,4.8,0.17,1
29,0,1,99.99,99.99,4.8,4.8,4.8,0.17,1
151,5,1,99.99,99.99,4.8,4.8,4.8,0.18,1
0,15,0,553.0,553.0,3.0,3.0,3.0,0.2,1
183,15,1,553.0,553.0,3.0,3.0,3.0,0.2,1
0,5,1,553.0,553.0,3.0,3.0,3.0,0.21,1
0,0,0,553.0,553.0,3.0,3.0,3.0,0.23,1
0,5,0,553.0,553.0,3.0,3.0,3.0,0.22,1
0,0,0,553.0,553.0,3.0,3.0,3.0,0.22,1
638,20,0,106.33,54.99,0.4,4.0,1.77,0.21,1
232,0,0,106.33,54.99,0.4,4.0,1.77,0.21,1
390,20,1,83.49,34.99,0.4,4.0,2.33,0.21,1
784,20,1,83.49,34.99,0.4,4.0,2.33,0.22,1
506,0,0,106.33,54.99,0.4,4.0,1.77,0.23,1
377,10,1,92.99,14.99,0.4,4.0,2.8,0.23,1
188,10,1,58.97,58.97,3.9,3.9,3.9,0.24,1
0,0,0,58.97,58.97,3.9,3.9,3.9,0.25,1
0,0,1,58.97,58.97,3.9,3.9,3.9,0.25,1
1558,0,1,86.99,89.99,0.5,4.9,3.2,0.26,1
1532,0,0,79.78,69.0,0.5,4.9,3.04,0.27,1
285,0,0,151.0,151.0,2.9,4.3,3.6,0.27,1
207,5,0,151.0,151.0,2.9,4.3,3.6,0.26,1
0,0,0,193.0,193.0,4.3,4.3,4.3,0.26,1
0,0,0,193.0,193.0,4.3,4.3,4.3,0.26,1
0,15,0,1816.97,1816.97,0.4,0.4,0.4,0.25,1
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.25,1
0,20,0,1816.97,1816.97,0.4,0.4,0.4,0.25,1
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.24,1
0,15,0,1816.97,1816.97,0.4,0.4,0.4,0.24,1
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.24,1
0,5,0,1816.97,1816.97,0.4,0.4,0.4,0.23,1
981,0,0,4253.08,5126.0,1.6,4.8,2.77,0.23,1
1640,20,1,4600.82,5126.0,1.2,4.8,2.36,0.23,1
1485,0,1,4876.05,5192.5,1.2,4.8,2.06,0.24,1
1048,0,0,4296.19,4862.0,1.2,4.8,2.58,0.25,1
1294,10,0,4127.57,4187.5,1.2,4.8,2.49,0.24,1
828,15,0,4238.5,4598.0,1.2,4.8,2.42,0.24,1
1249,15,0,935.45,739.0,0.1,4.8,2.61,0.0,1
1444,0,0,935.45,739.0,0.1,4.8,2.61,0.0,1
191,0,0,71.85,71.85,3.8,4.4,4.1,0.0,1
159,0,0,71.85,71.85,3.8,4.4,4.1,0.0,1
104,0,0,71.85,71.85,3.8,4.4,4.1,0.0,1
96,5,0,71.85,71.85,3.8,4.4,4.1,0.0,1
227,0,1,64.8,64.8,4.4,4.4,4.4,0.0,1
1074,5,0,91.48,84.9,0.5,4.8,2.43,0.0,1
660,15,0,91.48,84.9,0.5,4.8,2.43,0.0,1
1019,0,0,93.8,89.9,0.5,4.8,2.76,0.0,1
1567,0,0,117.63,129.0,1.3,4.8,3.03,0.0,1
1150,15,0,126.71,129.0,1.3,3.8,2.81,0.0,1
1117,5,1,119.97,129.0,1.3,4.8,3.03,0.0,1
127,10,0,1203.62,1203.62,2.6,4.1,3.35,0.08,1
415,0,1,871.52,207.33,2.6,4.1,3.1,0.07,1
232,0,0,1203.62,1203.62,2.6,4.1,3.35,0.13,1
126,20,1,871.52,207.33,2.6,4.1,3.1,0.12,1
827,0,0,250.12,272.0,0.9,3.8,2.35,0.18,1
500,10,1,229.5,245.0,0.9,3.8,2.2,0.17,1
415,10,0,251.82,299.0,1.5,3.8,2.83,0.21,1
809,0,0,250.12,272.0,0.9,3.8,2.35,0.2,1
601,10,0,250.12,272.0,0.9,3.8,2.35,0.19,1
446,15,0,233.82,245.0,0.9,3.8,2.07,0.18,1
1830,0,1,41.6,32.99,0.8,5.0,2.78,0.17,1
843,5,1,41.6,32.99,0.8,5.0,2.78,0.21,1
1299,20,0,42.45,32.99,2.0,5.0,3.19,0.24,1
1193,5,0,35.46,31.49,0.8,5.0,2.97,0.23,1
166,0,1,99.99,99.99,4.8,4.8,4.8,0.22,1
0,0,0,99.99,99.99,4.8,4.8,4.8,0.25,1
0,0,0,99.99,99.99,4.8,4.8,4.8,0.24,1
0,0,0,99.99,99.99,4.8,4.8,4.8,0.23,1
0,15,0,99.99,99.99,4.8,4.8,4.8,0.23,1
0,5,0,553.0,553.0,3.0,3.0,3.0,0.22,1
67,10,1,553.0,553.0,3.0,3.0,3.0,0.21,1
0,0,0,553.0,553.0,3.0,3.0,3.0,0.24,1
0,0,0,553.0,553.0,3.0,3.0,3.0,0.23,1
0,0,0,553.0,553.0,3.0,3.0,3.0,0.22,1
0,0,0,58.97,58.97,3.9,3.9,3.9,0.22,1
0,0,0,58.97,58.97,3.9,3.9,3.9,0.21,1
0,20,0,58.97,58.97,3.9,3.9,3.9,0.21,1
1206,20,0,79.78,69.0,0.5,4.9,3.04,0.2,1
1924,0,0,73.09,69.0,0.5,4.9,2.93,0.2,1
290,20,1,165.0,193.0,2.9,4.3,3.83,0.19,1
357,0,1,165.0,193.0,2.9,4.3,3.83,0.21,1
248,0,0,151.0,151.0,2.9,4.3,3.6,0.23,1
1011,0,1,4340.55,4862.0,1.2,4.8,2.34,0.22,1
1266,0,1,4340.55,4862.0,1.2,4.8,2.34,0.24,1
1379,0,0,4296.19,4862.0,1.2,4.8,2.58,0.26,1
1356,0,0,912.75,689.0,0.1,4.8,2.6,0.0,0
1725,0,1,902.75,689.0,0.1,4.8,2.65,0.0,0
1317,20,0,912.75,689.0,0.1,4.8,2.6,0.0,0
1323,0,0,952.5,689.0,0.1,4.8,2.68,0.0,0
1386,20,0,935.45,739.0,0.1,4.8,2.61,0.0,0
1620,0,0,960.0,719.0,0.1,4.8,2.76,0.0,0
1546,15,1,628.78,639.0,0.1,4.8,2.42,0.0,0
1852,0,0,1002.5,769.0,0.1,4.6,2.34,0.14,0
544,15,1,69.5,64.8,3.8,4.4,4.2,0.12,0
522,0,1,69.5,64.8,3.8,4.4,4.2,0.22,0
271,20,0,71.85,71.85,3.8,4.4,4.1,0.3,0
173,15,0,71.85,71.85,3.8,4.4,4.1,0.27,0
0,0,0,64.8,64.8,4.4,4.4,4.4,0.25,0
1356,0,0,93.8,89.9,0.5,4.8,2.4,0.23,0
781,0,0,91.48,84.9,0.5,4.8,2.43,0.21,0
974,0,0,91.48,84.9,0.5,4.8,2.43,0.2,0
713,0,0,87.98,79.9,0.5,4.8,2.6,0.19,0
723,5,0,91.48,84.9,0.5,4.8,2.43,0.18,0
809,15,0,91.48,84.9,0.5,4.8,2.43,0.17,0
1356,5,0,117.63,129.0,1.3,4.8,3.03,0.16,0
1316,0,0,116.78,124.0,1.3,4.8,2.98,0.15,0
1128,0,0,117.63,129.0,1.3,4.8,3.03,0.14,0
1600,15,0,110.13,129.0,1.3,4.8,3.1,0.14,0
1546,5,0,117.63,129.0,1.3,4.8,3.03,0.13,0
884,0,0,117.11,129.0,2.2,4.8,3.31,0.12,0
107,10,0,1203.62,1203.62,2.6,4.1,3.35,0.12,0
245,10,0,1203.62,1203.62,2.6,4.1,3.35,0.12,0
49,15,0,1203.62,1203.62,2.6,4.1,3.35,0.11,0
0,10,0,2199.9,2199.9,4.1,4.1,4.1,0.11,0
