,length,discount,user_id,successful,mean_price,min_rating,max_rating,mean_rating,successful_sessions_so_far,sessions_so_far,cat_Akcesoria_telefoniczne,cat_Anteny_RTV,cat_Audio,cat_Biurowe_urządzenia_wielofunkcyjne,cat_Drukarki_i_skanery,cat_Gry_PlayStation3,cat_Gry_Xbox_360,cat_Gry_i_konsole,cat_Gry_komputerowe,cat_Gry_na_konsole,cat_Komputery,cat_Monitory,cat_Monitory_LCD,cat_Odtwarzacze_DVD,cat_Odtwarzacze_mp3_i_mp4,cat_Okulary_3D,cat_Przenośne_audio_i_video,cat_Sprzęt_RTV,cat_Słuchawki,cat_Tablety,cat_Tablety_i_akcesoria,cat_Telefony_i_akcesoria,cat_Telefony_komórkowe,cat_Telefony_stacjonarne,cat_Telewizory_i_akcesoria,cat_Video,cat_Zestawy_głośnomówiące,cat_Zestawy_słuchawkowe,city,gender
2601,0 days 00:02:53,10,153,False,1203.62,2.6,4.1,3.35,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Gdynia,False
2602,0 days 00:00:55,10,153,False,1203.62,2.6,4.1,3.35,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Gdynia,False
2603,0 days 00:00:00,20,153,False,2199.9,4.1,4.1,4.1,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Gdynia,False
2604,0 days 00:04:31,10,153,True,871.52,2.6,4.1,3.1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,Gdynia,False
2605,0 days 00:10:55,20,153,False,250.12,0.9,3.8,2.35,4,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Gdynia,False
2606,0 days 00:09:55,0,153,False,250.12,0.9,3.8,2.35,4,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Gdynia,False
2607,0 days 00:16:55,0,153,True,249.09,0.9,3.8,2.06,4,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,Gdynia,False
2608,0 days 00:00:00,5,153,False,99.99,4.8,4.8,4.8,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Gdynia,False
2609,0 days 00:00:00,0,153,False,99.99,4.8,4.8,4.8,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Gdynia,False
2610,0 days 00:00:00,15,153,False,99.99,4.8,4.8,4.8,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Gdynia,False
2611,0 days 00:00:00,0,153,False,553.0,3.0,3.0,3.0,5,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Gdynia,False
2612,0 days 00:00:44,20,153,True,553.0,3.0,3.0,3.0,5,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,Gdynia,False
2613,0 days 00:00:00,5,153,False,553.0,3.0,3.0,3.0,6,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Gdynia,False
2614,0 days 00:00:00,0,153,False,553.0,3.0,3.0,3.0,6,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Gdynia,False
2615,0 days 00:00:00,5,153,False,553.0,3.0,3.0,3.0,6,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Gdynia,False
2616,0 days 00:00:00,0,153,True,553.0,3.0,3.0,3.0,6,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Gdynia,False
2617,0 days 00:07:54,0,153,False,106.33,0.4,4.0,1.77,7,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Gdynia,False
2618,0 days 00:06:08,0,153,False,34.99,0.9,4.0,2.45,7,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Gdynia,False
2619,0 days 00:01:31,20,153,True,58.97,3.9,3.9,3.9,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Gdynia,False
2620,0 days 00:00:00,0,153,False,58.97,3.9,3.9,3.9,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Gdynia,False
2621,0 days 00:00:00,0,153,False,58.97,3.9,3.9,3.9,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Gdynia,False
2622,0 days 00:00:00,0,153,False,58.97,3.9,3.9,3.9,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Gdynia,False
2623,0 days 00:24:56,0,153,True,84.35,0.5,4.9,3.03,8,41,0,0,0,0,0,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2624,0 days 00:23:16,15,153,False,80.98,0.5,4.9,2.83,9,42,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2625,0 days 00:23:36,0,153,False,79.78,0.5,4.9,3.04,9,43,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2626,0 days 00:29:53,0,153,False,79.86,1.8,4.9,3.13,9,44,0,0,0,0,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2627,0 days 00:18:32,0,153,False,78.65,0.5,4.9,3.08,9,45,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2628,0 days 00:27:30,15,153,True,84.35,0.5,4.9,3.03,9,46,0,0,0,0,0,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2629,0 days 00:17:56,0,153,False,73.09,0.5,4.9,2.93,10,47,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2630,0 days 00:24:13,0,153,False,73.09,0.5,4.9,2.93,10,48,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2631,0 days 00:16:35,5,153,False,80.99,0.5,4.9,3.24,10,49,0,0,0,0,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2632,0 days 00:22:00,0,153,False,83.09,0.5,4.9,2.98,10,50,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2633,0 days 00:03:36,5,153,False,151.0,2.9,4.3,3.6,10,51,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Gdynia,False
2634,0 days 00:00:11,10,153,False,151.0,2.9,4.3,3.6,10,52,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Gdynia,False
2635,0 days 00:00:00,15,153,False,1816.97,0.4,0.4,0.4,10,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Gdynia,False
2636,0 days 00:00:00,0,153,False,1816.97,0.4,0.4,0.4,10,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Gdynia,False
2637,0 days 00:00:00,20,153,False,1816.97,0.4,0.4,0.4,10,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Gdynia,False
2638,0 days 00:00:00,15,153,False,1816.97,0.4,0.4,0.4,10,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Gdynia,False
2639,0 days 00:16:30,0,153,False,4158.65,1.2,4.8,2.71,10,57,0,0,0,7,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2640,0 days 00:18:03,0,153,False,4238.5,1.2,4.8,2.42,10,58,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2641,0 days 00:13:09,5,153,False,4105.58,1.2,4.7,2.12,10,59,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2642,0 days 00:15:01,0,153,False,4238.5,1.2,4.8,2.42,10,60,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2643,0 days 00:24:36,0,153,False,4238.5,1.2,4.8,2.42,10,61,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2644,0 days 00:22:54,0,154,False,707.0,0.1,4.8,2.38,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2645,0 days 00:23:21,0,154,True,868.8,0.1,4.8,2.64,0,1,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2646,0 days 00:31:18,0,154,True,851.25,0.1,4.8,2.74,0,2,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2647,0 days 00:02:22,15,154,False,71.85,3.8,4.4,4.1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2648,0 days 00:16:01,0,154,False,91.48,0.5,4.8,2.43,1,4,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2649,0 days 00:17:14,20,154,False,91.48,0.5,4.8,2.43,1,5,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2650,0 days 00:20:36,20,154,False,83.98,0.8,4.8,2.82,1,6,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2651,0 days 00:09:10,0,154,False,91.48,0.5,4.8,2.43,1,7,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2652,0 days 00:16:52,5,154,False,93.8,0.5,4.8,2.4,1,8,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2653,0 days 00:15:51,0,154,False,91.48,0.5,4.8,2.43,1,9,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2654,0 days 00:12:50,0,154,False,93.8,0.5,4.8,2.4,1,10,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2655,0 days 00:12:59,5,154,True,110.37,1.3,4.8,3.21,1,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,Gdynia,False
2656,0 days 00:14:47,15,154,False,117.63,1.3,4.8,3.03,2,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,9,0,0,Gdynia,False
2657,0 days 00:27:52,15,154,False,117.46,1.3,4.8,2.99,2,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Gdynia,False
2658,0 days 00:28:24,0,154,True,110.37,1.3,4.8,3.21,2,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,Gdynia,False
2659,0 days 00:26:38,10,154,False,117.63,1.3,4.8,3.03,3,15,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,9,0,0,Gdynia,False
2660,0 days 00:04:57,10,154,False,1203.62,2.6,4.1,3.35,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Gdynia,False
2661,0 days 00:02:32,0,154,False,1203.62,2.6,4.1,3.35,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Gdynia,False
2662,0 days 00:04:58,0,154,False,1203.62,2.6,4.1,3.35,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Gdynia,False
2663,0 days 00:05:47,10,154,False,250.12,0.9,3.8,2.35,3,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Gdynia,False
2664,0 days 00:05:16,0,154,False,250.12,0.9,3.8,2.35,3,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Gdynia,False
2665,0 days 00:12:15,5,154,False,250.12,0.9,3.8,2.35,3,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Gdynia,False
2666,0 days 00:12:18,5,154,False,224.33,0.9,3.8,2.63,3,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,Gdynia,False
2667,0 days 00:15:13,0,154,False,250.12,0.9,3.8,2.35,3,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Gdynia,False
2668,0 days 00:31:39,20,154,False,44.01,0.8,5.0,3.0,3,24,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2669,0 days 00:21:37,5,154,False,44.14,0.8,5.0,3.11,3,25,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2670,0 days 00:26:54,20,154,True,44.14,0.8,5.0,3.11,3,26,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2671,0 days 00:22:37,0,154,False,45.38,0.8,4.1,2.75,4,27,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2672,0 days 00:24:02,15,154,True,38.39,0.8,5.0,2.74,4,28,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2673,0 days 00:18:09,5,154,False,37.45,2.0,3.2,2.64,5,29,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2674,0 days 00:21:45,10,154,False,44.01,0.8,5.0,3.0,5,30,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2675,0 days 00:20:19,0,154,False,39.89,0.8,5.0,2.86,5,31,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2676,0 days 00:00:11,0,154,True,99.99,4.8,4.8,4.8,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,Gdynia,False
2677,0 days 00:00:00,10,154,False,99.99,4.8,4.8,4.8,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Gdynia,False
2678,0 days 00:00:00,0,154,False,553.0,3.0,3.0,3.0,6,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Gdynia,False
2679,0 days 00:00:00,0,154,False,553.0,3.0,3.0,3.0,6,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Gdynia,False
2680,0 days 00:00:00,20,154,False,553.0,3.0,3.0,3.0,6,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Gdynia,False
2681,0 days 00:00:00,0,154,False,553.0,3.0,3.0,3.0,6,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Gdynia,False
2682,0 days 00:00:00,0,154,False,553.0,3.0,3.0,3.0,6,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Gdynia,False
2683,0 days 00:00:00,20,154,False,553.0,3.0,3.0,3.0,6,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Gdynia,False
2684,0 days 00:00:00,0,154,False,553.0,3.0,3.0,3.0,6,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Gdynia,False
2685,0 days 00:09:49,0,154,True,83.49,0.4,4.0,2.33,6,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,Gdynia,False
2686,0 days 00:05:26,20,154,False,106.33,0.4,4.0,1.77,7,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Gdynia,False
2687,0 days 00:07:27,0,154,False,106.33,0.4,4.0,1.77,7,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Gdynia,False
2688,0 days 00:00:00,0,154,False,58.97,3.9,3.9,3.9,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Gdynia,False
2689,0 days 00:00:00,0,154,False,58.97,3.9,3.9,3.9,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Gdynia,False
2690,0 days 00:00:00,0,154,False,58.97,3.9,3.9,3.9,7,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Gdynia,False
2691,0 days 00:00:00,20,154,False,58.97,3.9,3.9,3.9,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Gdynia,False
2692,0 days 00:01:14,0,154,True,58.97,3.9,3.9,3.9,7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Gdynia,False
2693,0 days 00:00:00,5,154,False,58.97,3.9,3.9,3.9,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Gdynia,False
2694,0 days 00:00:00,20,154,False,58.97,3.9,3.9,3.9,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Gdynia,False
2695,0 days 00:00:00,0,154,False,58.97,3.9,3.9,3.9,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Gdynia,False
2696,0 days 00:00:31,0,154,True,58.97,3.9,3.9,3.9,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Gdynia,False
2697,0 days 00:19:37,5,154,False,82.23,1.8,4.9,3.5,9,53,0,0,0,0,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2698,0 days 00:28:18,0,154,True,87.54,0.5,4.9,2.86,9,54,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2699,0 days 00:21:35,15,154,False,79.78,0.5,4.9,3.04,10,55,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2700,0 days 00:22:27,0,154,False,79.78,0.5,4.9,3.04,10,56,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2701,0 days 00:24:02,0,154,True,84.35,0.5,4.9,3.03,10,57,0,0,0,0,0,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2702,0 days 00:14:20,0,154,True,84.35,0.5,4.9,3.03,11,58,0,0,0,0,0,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2703,0 days 00:26:15,0,154,False,79.78,0.5,4.9,3.04,12,59,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2704,0 days 00:17:48,15,154,False,83.09,0.5,4.9,2.98,12,60,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2705,0 days 00:06:27,20,154,True,165.0,2.9,4.3,3.83,12,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,Gdynia,False
2706,0 days 00:06:27,0,154,True,165.0,2.9,4.3,3.83,13,62,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,Gdynia,False
2707,0 days 00:00:30,15,154,False,151.0,2.9,4.3,3.6,14,63,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Gdynia,False
2708,0 days 00:00:00,0,154,False,1816.97,0.4,0.4,0.4,14,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Gdynia,False
2709,0 days 00:00:00,0,154,False,1816.97,0.4,0.4,0.4,14,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Gdynia,False
2710,0 days 00:00:00,0,154,False,1816.97,0.4,0.4,0.4,14,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Gdynia,False
2711,0 days 00:00:00,0,154,False,1816.97,0.4,0.4,0.4,14,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Gdynia,False
2712,0 days 00:00:00,0,154,False,1816.97,0.4,0.4,0.4,14,68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Gdynia,False
2713,0 days 00:00:00,20,154,False,1816.97,0.4,0.4,0.4,14,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Gdynia,False
2714,0 days 00:19:54,0,154,False,4238.5,1.2,4.8,2.42,14,70,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2715,0 days 00:28:04,0,154,True,4233.74,1.2,4.7,2.07,14,71,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2716,0 days 00:25:31,20,154,True,4127.57,1.2,4.8,2.49,15,72,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2717,0 days 00:14:15,20,154,False,4512.26,1.2,4.8,2.5,16,73,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
2718,0 days 00:31:26,15,157,False,952.5,0.1,4.8,2.68,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kutno,False
2719,0 days 00:18:21,0,157,False,917.5,0.1,4.8,2.64,0,1,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kutno,False
2720,0 days 00:20:44,0,157,True,926.56,0.1,4.8,2.66,0,2,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kutno,False
2721,0 days 00:06:10,0,157,True,69.5,3.8,4.4,4.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,Kutno,False
2722,0 days 00:00:29,0,157,False,71.85,3.8,4.4,4.1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,Kutno,False
2723,0 days 00:02:30,0,157,False,71.85,3.8,4.4,4.1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,Kutno,False
2724,0 days 00:09:26,10,157,True,69.5,3.8,4.4,4.2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,Kutno,False
2725,0 days 00:01:22,5,157,False,71.85,3.8,4.4,4.1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,Kutno,False
2726,0 days 00:04:18,0,157,True,69.5,3.8,4.4,4.2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,Kutno,False
2727,0 days 00:00:00,0,157,False,64.8,4.4,4.4,4.4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Kutno,False
2728,0 days 00:17:28,10,157,False,91.48,0.5,4.8,2.43,3,10,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kutno,False
2729,0 days 00:14:37,5,157,False,91.48,0.5,4.8,2.43,3,11,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kutno,False
2730,0 days 00:12:44,5,157,False,83.98,0.8,4.8,2.82,3,12,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kutno,False
2731,0 days 00:14:12,0,157,False,91.48,0.5,4.8,2.43,3,13,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kutno,False
